Proceso,Tiempo de Llegada en segundos,Tiempo Finalizado en segundos,Tiempo Ejecutado en segundos
No.90,920.5774272458297,925.5774272458297,5.0
No.91,932.6310798641675,938.6310798641675,6.0
No.92,948.7048578687256,953.7048578687256,5.0
No.93,976.5676311671231,977.5676311671231,1.0
No.96,993.1507846421474,999.9370926654053,6.786308023257902
No.97,993.5924530675668,1000.9370926654053,7.344639597838523
No.94,985.9370926654053,1001.9370926654053,16.0
No.95,989.0084738104091,1002.9370926654053,13.928618854996216
No.99,1030.652584068345,1033.3990209821695,2.746436913824482
No.98,1028.3990209821695,1034.3990209821695,6.0
No.100,1034.076935549426,1044.3990209821695,10.322085432743506
No.101,1037.2312012588259,1050.3990209821695,13.167819723343655
No.102,1037.3858521372317,1051.3990209821695,14.013168844937809
No.103,1075.576474608834,1081.576474608834,6.0
No.104,1086.2624311141926,1091.2624311141926,5.0
No.105,1126.6840557799812,1127.6840557799812,1.0
No.106,1131.8709152785611,1132.8709152785611,1.0
No.107,1150.0102506445073,1159.0102506445073,9.0
No.108,1159.8305053772913,1170.8305053772913,11.0
No.109,1160.7131892920283,1180.8305053772913,20.117316085262928
No.110,1171.8162926775897,1195.8305053772913,24.014212699701602
No.115,1186.4880618448901,1196.8305053772913,10.342443532401148
No.112,1176.921257108894,1197.8305053772913,20.909248268397278
No.113,1177.2717970931133,1198.8305053772913,21.55870828417801
No.116,1193.5146978187536,1199.8305053772913,6.315807558537699
No.111,1173.8662846373204,1200.8305053772913,26.96422073997087
No.114,1181.6814337693118,1201.8305053772913,20.149071607979522
No.118,1195.2954815126443,1203.8305053772913,8.535023864646973
No.117,1195.067971518781,1205.8305053772913,10.762533858510324
No.120,1206.8942532476726,1210.8305053772913,3.9362521296186515
No.119,1196.1781418203523,1211.8305053772913,15.652363556939008
No.122,1210.6852278823303,1216.8305053772913,6.145277494960965
No.121,1210.2374708529435,1221.8305053772913,11.593034524347786
No.123,1223.9222598612519,1224.9222598612519,1.0
No.124,1224.811574265726,1230.9222598612519,6.110685595525865
No.125,1234.9484016562626,1236.9484016562626,2.0
No.126,1244.8307573386182,1245.8307573386182,1.0
No.127,1247.8931954077111,1256.8931954077111,9.0
No.128,1261.686993435386,1266.686993435386,5.0
No.129,1275.3804970692363,1280.3804970692363,5.0
No.130,1294.0972048080318,1300.0972048080318,6.0
No.131,1307.5613508222232,1308.5613508222232,1.0
No.132,1314.0815982841418,1315.0815982841418,1.0
No.133,1323.6781227659594,1325.6781227659594,2.0
No.134,1332.833664610909,1333.833664610909,1.0
No.135,1342.539833744658,1347.539833744658,5.0
No.136,1349.125758999716,1351.125758999716,2.0
No.137,1360.9083278642347,1361.9083278642347,1.0
No.138,1367.1569133638127,1369.1569133638127,2.0
No.139,1417.2139988673264,1418.2139988673264,1.0
No.140,1455.4384441435952,1458.4384441435952,3.0
No.141,1458.857558479126,1459.857558479126,1.0
No.142,1463.7489882671434,1466.7489882671434,3.0
No.143,1472.459111909958,1478.459111909958,6.0
No.144,1473.8817208696942,1480.459111909958,6.577391040263819
No.146,1486.2847866171062,1493.0333068228858,6.748520205779641
No.145,1486.0333068228858,1494.0333068228858,8.0
No.147,1497.7288816539128,1502.7288816539128,5.0
No.149,1506.3703576629766,1507.7288816539128,1.3585239909361917
No.148,1502.4466319520534,1509.7288816539128,7.282249701859428
No.150,1534.4846554967696,1540.4846554967696,6.0
